item_id	level	deck_id	source_position	word	reading	meaning	hanviet	example_jp	example_vi	tags	status
N4-VOCAB-0027	N4	n4_vocab_core	27	苦い	にがい	Đắng	KHỔ	このコーヒーは苦くて飲めない	Cà phê này đắng nên không uống được		ready
N4-VOCAB-0028	N4	n4_vocab_core	28	割る	わる	Vỡ, bể, nứt	CÁT	ガラスのコップを床 に落 として割る。	Đánh rơi cốc thủy tinh xuống sàn nên bị vỡ.		ready
N4-VOCAB-0029	N4	n4_vocab_core	29	遅刻	ちこく	Muộn, trễ	TRÌ KHẮC	彼は時間に正確 なので、遅刻しない。	Vì anh ấy là người rất chính xác về thời gian nên sẽ không bao giờ đi trễ. 4 Những Chữ Hán, Từ vựng xuất hiện trong đề N4 – 7/2015 番号 言葉 読み方 意味 例文		ready
N4-VOCAB-0030	N4	n4_vocab_core	30	生年月日	せいねんがっぴ	Ngày tháng năm sinh	SANH NIÊN NGUYỆT NHẬT	書類 に生年月日を記入 する。	Ghi ngày tháng năm sinh vào hồ sơ.		ready
N4-VOCAB-0031	N4	n4_vocab_core	31	袖	そで	Tay áo	TỤ	そでをまくる。	Xắn tay áo.		ready
N4-VOCAB-0032	N4	n4_vocab_core	32	台風	たいふう	Bão	THAI PHONG	新聞によると、台風でたくさんの木 倒	Theo như bài báo, nhiều cây cối đã bị đổ do bão.		ready
N4-VOCAB-0033	N4	n4_vocab_core	33	自然	しぜん	Thiên nhiên, tự nhiên	TỰ NHIÊN	科学の力を利用 して自然を守 ります。	Sử dụng sức mạnh của khoa học kỹ thuật để bảo vệ thiên nhiên.		ready
N4-VOCAB-0034	N4	n4_vocab_core	34	丁寧	ていねい	Lịch sự cẩn thận,	ĐINH NINH	彼女は丁寧に おじぎを しました。	Cô ấy cúi chào một cách lịch sự. ていねいにつかってください Sử dụng cẩn thận nhé!		ready
N4-VOCAB-0035	N4	n4_vocab_core	35	うらやましい		Ghen tỵ (ý thèm muốn, ko có ý ganh ghét)		私は彼の幸運 がうらやましい。	Ghen tị với sự may mắn của anh ta.		ready
N4-VOCAB-0036	N4	n4_vocab_core	36	行う	おこなう	Tổ chức, tiến hành, thực hiện	HÀNH	会議 を行う。	Tiến hành cuộc họp.		ready
N4-VOCAB-0037	N4	n4_vocab_core	37	空く	あく	Bị thủng, trống, rảnh rỗi	KHÔNG	ズボンのひざの部分 空いてしまった。	Ở chỗ đầu gối quần đã thủng một lỗ. 空いている席 せき はありますか。 Còn chỗ trống không? 土曜日の夜、空いていますか。 Tối thứ 7 cậu có rảnh không? 5		ready
N4-VOCAB-0038	N4	n4_vocab_core	38	届く	とどく	Tới, đạt được	GIỚI	送った荷物がちゃんと届いたようで よかったです。	Thật may vì hành lý tôi gửi đã tới nơi an toàn.		ready
N4-VOCAB-0039	N4	n4_vocab_core	39	洗濯	せんたく	Giặt giũ	TẨY TRẠC	洗濯して、服 が 真 っ白 に なりました。	Sau khi giặt giũ, quần áo trở nên trắng sáng.		ready
N4-VOCAB-0040	N4	n4_vocab_core	40	卒業	そつぎょう	Tốt nghiệp	TỐT NGHIỆP	いつご卒業ですか。	Khi nào bạn tốt nghiệp?		ready
N4-VOCAB-0041	N4	n4_vocab_core	41	嫌い	きらい	Ghét	HIỀM	マムトムが嫌いです。	Tôi ghét mắm tôm.		ready
N4-VOCAB-0042	N4	n4_vocab_core	42	浅い	あさい	Nông cạn; hời hợt; ít (kinh nghiệm)	THIỂN	この川は浅い。	Con sông này cạn. 私は経験 けいけん が浅い。 Kinh nghiệm của tôi còn non nớt.		ready
N4-VOCAB-0043	N4	n4_vocab_core	43	巻く	まく	Cuộn, quấn	QUYỂN	あせが出るので、頭にタオルを巻く。	Vì ra mồ hôi nên tôi quấn khăn mặt lên đầu		ready
N4-VOCAB-0044	N4	n4_vocab_core	44	騒ぎ	さわぎ	Sự ồn ào	TAO	彼女は自分 の給料 が少なすぎると騒ぎ 立てました。	Cô ấy làm ầm ỹ lên khi tiền lương quá ít.		ready
N4-VOCAB-0045	N4	n4_vocab_core	45	辺り	あたり	Vùng lân cận, quanh đây	BIÊN	昨日から降 り続 く雪 でこの辺りが 真 っ白 だ。	Từ hôm qua tuyết vẫn tiếp tục rơi trắng xóa khu vực quanh đây.		ready
N4-VOCAB-0046	N4	n4_vocab_core	46	相手	あいて	Đối phương; đối tác; đối thủ	TƯƠNG THỦ	一年で四回同 じ相手に負 けるのは悔 しい 。	Thật đáng tiếc khi thua cùng một đối thủ tận 4 lần trong 1 năm.		ready
N4-VOCAB-0047	N4	n4_vocab_core	47	安心	あんしん	Yên tâm	AN TÂM	母の声を 聞いて 安心しました。	Tôi đã yên tâm khi nghe thấy giọng nói của mẹ.		ready
N4-VOCAB-0048	N4	n4_vocab_core	48	辛い	つらい	Khổ cực, khó khăn, đau đớn	TÂN	彼はつらい人生 を送 った。	Anh ấy đã sống một đời cơ cực.		ready
N4-VOCAB-0049	N4	n4_vocab_core	49	飼う	かう	Nuôi (con gì đó)	TỰ	犬を飼おうと思っています。	Tôi định nuôi chó. 6		ready
N4-VOCAB-0050	N4	n4_vocab_core	50	誘う	さそう	Mời, rủ rê	DỤ	彼にデートに誘われました。	Tôi được anh ấy rủ đi hẹn hò.		ready
N4-VOCAB-0051	N4	n4_vocab_core	51	いつまでも		Mãi mãi		いつまでもお幸せに。	Mãi mãi hạnh phúc nhé!		ready
N4-VOCAB-0052	N4	n4_vocab_core	52	うっかり		Lơ đễnh, không để ý		うっかりして携帯を家に忘れてしまった。	Lơ đễnh để quên điện thoại ở nhà. 今日試験 しけん があることを、うっかり 忘れていた。 Quên khuấy mất hôm nay có bài kiểm tra.		ready
N4-VOCAB-0053	N4	n4_vocab_core	53	代わりに	かわりに	Thay vì, bù lại..	ĐẠI	彼はテニスをする代わりに野球 に行った。	Anh ấy đã đi chơi bóng chày thay vì đi đánh tennis.		ready
N4-VOCAB-0054	N4	n4_vocab_core	54	チェック		Kiểm tra		この データの 最後 もらえませんか。	Bạn kiểm tra lần cuối dữ liệu này giúp tôi được không?		ready
N4-VOCAB-0055	N4	n4_vocab_core	55	お見舞い	おみまい	Thăm hỏi	KIẾN VŨ	入院中の彼のお見舞いに行ってきたんだ。	Tôi đã đi thăm anh ấy trong bệnh viện.		ready
N4-VOCAB-0056	N4	n4_vocab_core	56	急ぐ	いそぐ	Nhanh; vội vã	CẤP	急ぐときは 、タクシーで 行きます。	Khi vội vã, tôi đi taxi.		ready
N4-VOCAB-0057	N4	n4_vocab_core	57	ただ		Chỉ		母に何を聞いてもただ黙っているだけだ。	Dù hỏi mẹ gì đi chăng nữa thì mẹ chỉ im lặng.		ready
N4-VOCAB-0058	N4	n4_vocab_core	58	スピード		Tốc độ		スピードを出しすぎて、警察 に捕 まった。	Tôi bị cảnh sát bắt do chạy quá tốc độ. 彼は単語を覚えるスピードがはやい。 Tốc độ ghi nhớ từ vựng của anh ấy rất nhanh. 7 Những Chữ Hán, Từ vựng xuất hiện trong đề N4 – 12/2015 番号 言葉 読み方 意味 例文		ready
N4-VOCAB-0059	N4	n4_vocab_core	59	力	ちから	Sức lực	LỰC	力を弱 めて、マッサージをする。	Dùng lực nhẹ nhàng để mát xa		ready
N4-VOCAB-0060	N4	n4_vocab_core	60	父親	ちちおや	Cha, bố	PHỤ THÂN	先輩 は父親にそっくりな性格 だ。	Tiền bối của tôi có tính cách giống hệt như cha của anh ấy.		ready
N4-VOCAB-0061	N4	n4_vocab_core	61	昼食	ちゅうしょく	Bữa trưa	TRÚ THỰC	私たちは喫茶店 で昼食を食べた。	Chúng tôi ăn cơm trưa tại quán nước.		ready
N4-VOCAB-0062	N4	n4_vocab_core	62	健康	けんこう	Sức khỏe	KIỆN KHANG	健康のために、毎日1時間歩いている。	Để có sức khỏe tốt, tôi đi bộ 1 tiếng mỗi ngày.		ready
N4-VOCAB-0063	N4	n4_vocab_core	63	主	おも	Chủ	CHỦ	私が成功 したのは主に両親 の援助 あった。	Thành công của tôi chủ yếu đều là do sự khích lệ của ba mẹ.		ready
N4-VOCAB-0064	N4	n4_vocab_core	64	悲しい	かなしい	Buồn	BI	悲しいお知らせがあります。	Chúng tôi xin thông báo một tin buồn.		ready
N4-VOCAB-0065	N4	n4_vocab_core	65	育つ	そだつ	Lớn, phát triển	DỤC	今年は野菜 が良く育つ。	Năm nay các loại rau phát triển tốt. 子供 こども が元気 げんき に育つ。Đứa trẻ lớn lên khỏe mạnh.		ready
N4-VOCAB-0066	N4	n4_vocab_core	66	転ぶ	ころぶ	Ngã	CHUYỂN	自転車で転んで、両足 を怪我 した。	Tôi bị thương cả 2 bên chân do ngã xe.		ready
N4-VOCAB-0067	N4	n4_vocab_core	67	預かる	あずかる	Trông giữ	DỰ	チェックインまで荷物を預かって もらえますか。	Có thể giữ hành lý giúp tôi cho đến lúc checkin được không?		ready
N4-VOCAB-0068	N4	n4_vocab_core	68	調子	ちょうし	Tình trạng	ĐIỀU TỬ	最近身体 の調子がいい。	Dạo này tình hình sức khoẻ tốt. 後半戦から、調子が上がってきた。 Phong độ lên cao từ nửa sau của trận đấu. 8		ready
N4-VOCAB-0069	N4	n4_vocab_core	69	予報	よほう	Dự báo	DƯ BÁO	天気予報によれば、雨季 が来週始 まるそうだ。	Theo như dự báo thời tiết thì mùa mưa sẽ bắt đầu vào tuần sau.		ready
N4-VOCAB-0070	N4	n4_vocab_core	70	全然	ぜんぜん	Hoàn toàn	TOÀN NHIÊN	最近全然眠 れない。	Dạo này tôi chẳng thể ngủ được.		ready
N4-VOCAB-0071	N4	n4_vocab_core	71	厳しい	きびしく	Nghiêm khắc	NGHIÊM	その先生は厳しく生徒を叱 った。	Giáo viên nghiêm khắc mắng học sinh.		ready
N4-VOCAB-0072	N4	n4_vocab_core	72	表す	あらわす	Biểu thị; biểu hiện; diễn tả	BIỂU	P.S という文字は何を表していますか。	P.S là viết tắt của từ gì thế?		ready
N4-VOCAB-0073	N4	n4_vocab_core	73	写す	うつす	Chụp	TẢ	パーティーの様子 を写真 に写す。 友達のノートを写した。	Chụp lại khung cảnh bữa tiệc. Chép lại vở đứa bạn.		ready
N4-VOCAB-0074	N4	n4_vocab_core	74	祝い	いわい	Lễ mừng; chúc mừng	CHÚC	就職 祝いのお礼をする。	Đáp lại món quà mừng nhận được việc mới.		ready
N4-VOCAB-0075	N4	n4_vocab_core	75	受付	うけつけ	Lễ tân	THU PHÓ	詳 しくは受付でお聞きになってください。	Vui lòng hỏi lễ tân để biết chi tiết!		ready
N4-VOCAB-0076	N4	n4_vocab_core	76	粗末	そまつな	Đơn sơ, đạm bạc	THÔ MẠT	どんなにそまつでも、我が家が一番だ。	Mặc dù rất đơn sơ nhưng nhà chúng tôi vẫn là nhất.		ready
N4-VOCAB-0077	N4	n4_vocab_core	77	苦い	にがい	Đắng	KHỔ	このビールは苦い。	Bia này đắng.		ready
N4-VOCAB-0078	N4	n4_vocab_core	78	片付く	かたづく	Được dọn dẹp	PHIẾN PHÓ	仕事の半分は片付いた。	Một nửa công việc đã được hoàn thành.		ready
N4-VOCAB-0079	N4	n4_vocab_core	79	強いる	しいる	Ép buộc	CƯỠNG	学問はしいられるべきではない。やる気が 大切だ。	Việc học không nên ép buộc. Động lực mới là quan trọng 無理 むり しても働くように強いられる。		ready
N4-VOCAB-0080	N4	n4_vocab_core	80	かなり		Khá là		体調はかなりよくなってきた。	Tình trạng cơ thể đã tốt hơn khá nhiều. かなり大きな荷物が届いた。 Một kiện hành lý khá to đã được chuyển tới. 9		ready
N4-VOCAB-0081	N4	n4_vocab_core	81	ぐっすり		Ngủ say		昨晩はぐっすりと眠れた。	Đêm qua tôi ngủ rất ngon. 娘たちは、ベットでぐっすり寝ている。 Mấy đứa con gái của tôi đang ngủ say trên giường.		ready
N4-VOCAB-0082	N4	n4_vocab_core	82	すると		Cứ...thì sẽ		アイドルが登場 すると、会場がわいた。	Khi thần tượng xuất hiện, hội trường trở nên sôi động.		ready
N4-VOCAB-0083	N4	n4_vocab_core	83	プリント		Bản in		学生たちにプリントを配 りました。	Tôi đã phát bản in cho học sinh.		ready
N4-VOCAB-0084	N4	n4_vocab_core	84	原因	げんいん	Nguyên nhân	NGUYÊN NHÂN	警察 が車 の故障 の原因を調 べています。	Cảnh sát đang điều tra nguyên nhân hỏng xe.		ready
N4-VOCAB-0085	N4	n4_vocab_core	85	楽	らく	Vui vẻ, thoải mái, dễ chịu	LẠC	妻 が働 き始 めてから、生活がだいぶ楽に なった。	Từ sau khi vợ tôi đi làm, cuộc sống trở nên dễ chịu hơn.		ready
N4-VOCAB-0086	N4	n4_vocab_core	86	通う	かよう	Đi lại	THÔNG	このレストランは私がよく通っている店だ。	Nhà hàng này là nơi tôi thường xuyên tới.		ready
N4-VOCAB-0087	N4	n4_vocab_core	87	一度も	いちども	Một lần cũng	NHẤT ĐỘ	こんなおいしい料理は今まで一度も食べた ことがない。	Cho tới bây giờ tôi chưa từng ăn món nào ngon như thế này.		ready
N4-VOCAB-0088	N4	n4_vocab_core	88	メニュー		Thực đơn		そのレストランはメニューが豊かです。	Nhà hàng đó có thực đơn phong phú. 10 Những Chữ Hán, Từ vựng xuất hiện trong đề N4 – 12/2016 番号 言葉 読み方 意味 例文		ready
N4-VOCAB-0089	N4	n4_vocab_core	89	楽しい	たのしい	Vui vẻ; vui nhộn; vui tính	LẠC	母は面白 い人で、話していて楽しい。	Nói chuyện với mẹ tôi rất vui vì bà có khiếu hài hước.		ready
N4-VOCAB-0090	N4	n4_vocab_core	90	味	あじ	Vị; mùi vị	VỊ	お客さんの好みに合わせて味つけを変 える。	Thay đổi hương vị để phù hợp với khẩu vị của khách hàng. 醤油 しょうゆ で味をつける。 Nêm nếm bằng nước tương.		ready
N4-VOCAB-0091	N4	n4_vocab_core	91	不便	ふべん	Bất tiện; không thuận lợi	BẤT TIỆN	今の家はせまくて不便です。	Căn nhà hiện tại chật và bất tiện.		ready
N4-VOCAB-0092	N4	n4_vocab_core	92	切る	きる	Cắt; chặt	THIẾT	髪 を切ってけっこうかっこよくなった。	Cắt tóc xong nhìn cũng đẹp trai ra kha khá.		ready
N4-VOCAB-0093	N4	n4_vocab_core	93	以外	いがい	Ngoài ra	DĨ NGOẠI	関係者 以外立ち入り禁止 です。	Cấm vào ngoại trừ những người có liên quan.		ready
N4-VOCAB-0094	N4	n4_vocab_core	94	雲	くも	Mây	VÂN	雲が流 れて、月がる。	Mây trôi và trăng bỗng xuất hiện.		ready
N4-VOCAB-0095	N4	n4_vocab_core	95	急行	きゅうこう	Tốc hành	CẤP HÀNH	これは 急行ですか。 各駅停車 ですか。	Đây là tàu nhanh, hay là tàu thường vậy?		ready
N4-VOCAB-0096	N4	n4_vocab_core	96	写す	うつす	Sao chép, soi gương	TẢ	友達のノートを写した。	Chép vở của bạn 景色 けしき を写した写真。 Đây là bức ảnh chụp phong cảnh.		ready
N4-VOCAB-0097	N4	n4_vocab_core	97	反対	はんたい	Phản đối, mặt đối diện	PHẢN ĐỐI	その人の意見に反対します	Phản đối ý kiến của người đó.		ready
N4-VOCAB-0098	N4	n4_vocab_core	98	黒い	くろい	Đen; u ám; đen tối	HẮC	肉を 焼 きすぎて 黒く なった。	Thịt bị đen vì cháy quá		ready
N4-VOCAB-0099	N4	n4_vocab_core	99	計画	けいかく	Chương trình, kế hoạch	KẾ HOẠCH	計画を立てる。	Lập kế hoạch. 11		ready
N4-VOCAB-0100	N4	n4_vocab_core	100	医者	いしゃ	Bác sĩ	Y GIẢ	医者になるために、 医学を 勉 強するつもりです。	Tôi dự định học ngành Y để trở thành bác sỹ.		ready
N4-VOCAB-0101	N4	n4_vocab_core	101	夜	よる	Buổi tối	DẠ	土曜日の夜、彼氏	Tối thứ 7 sẽ hẹn hò với bạn trai.		ready
N4-VOCAB-0102	N4	n4_vocab_core	102	貸し	かし	Cho vay, cho mượn	THẢI	百万ドン貸してくれませんか	Cho mình vay 1 triệu đồng được không.		ready
N4-VOCAB-0103	N4	n4_vocab_core	103	試合	しあい	Cuộc thi đấu; trận đấu	THÍ HỢP	練習 を重 ねて、試合に勝 った。	Tôi đã chiến thắng trận đấu nhờ tăng cường luyện tập.		ready
N4-VOCAB-0104	N4	n4_vocab_core	104	心配	しんぱい	Lo âu; lo lắng	TÂM PHỐI	日本に来たとき、私の日本語が通 心配 だった。	Khi đến Nhật tôi đã lo rằng không biết người ta có hiểu tiếng Nhật của tôi không		ready
N4-VOCAB-0105	N4	n4_vocab_core	105	夢	ゆめ	Giấc mơ	MỘNG	はいゆうになるという夢 があります。	Tôi mơ ước trở thành diễn viên.		ready
N4-VOCAB-0106	N4	n4_vocab_core	106	ぜひ	ぜひ	Rất, nhất định		ぜひ見たいです。 ぜひ参加してください。	Tôi rất muốn xem. Nhất định tham gia nhé!		ready
N4-VOCAB-0107	N4	n4_vocab_core	107	説明	せつめい	Thuyết minh	THUYẾT MINH	やりかたを説明しますので安心 してください。	Xin hãy yên tâm vì tôi sẽ giải thích cách làm.		ready
N4-VOCAB-0108	N4	n4_vocab_core	108	かたい	かたい	Cứng		かたいパンは好きじゃない	Không thích bánh mỳ cứng.		ready
N4-VOCAB-0109	N4	n4_vocab_core	109	誘い	さそい	Rủ rê; mời	DỤ	彼からのデートの誘いを断った。	Tôi đã từ chôi lời mời hẹn hò của anh ấy.		ready
N4-VOCAB-0110	N4	n4_vocab_core	110	センチ		Xen-ti-mét		10センチくらい背 が伸	Cao lên khoảng 10 cm.		ready
N4-VOCAB-0111	N4	n4_vocab_core	111	比べて	くらべて	So sánh	TỶ	今年は去年と比べて暑い気がする。	Có cảm giác năm nay nóng hơn năm ngoái.		ready
N4-VOCAB-0112	N4	n4_vocab_core	112	留守	るす	Vắng nhà	LƯU THỦ	息子に留守番を頼 む。	Nhờ con trai trông nhà. 12		ready
N4-VOCAB-0113	N4	n4_vocab_core	113	見つかる	みつかる	Tìm thấy; tìm ra	KIẾN	なくなった財布 が見つかった。	Tìm thấy cái ví đã bị mất		ready
N4-VOCAB-0114	N4	n4_vocab_core	114	最近	さいきん	Gần đây	TỐI CẬN	最近彼氏の様子 が怪 しい。	Gần đây bộ dạng anh người yêu rất đáng nghi.		ready
N4-VOCAB-0115	N4	n4_vocab_core	115	音	おと	Âm thanh	ÂM	そとの車の音が聞こえます。	Nghe thấy tiếng xe ô tô bên ngoài.		ready
N4-VOCAB-0116	N4	n4_vocab_core	116	見学	けんがく	Tham quan	KIẾN HỌC	国会議事堂 を 見学したいんですが、 どうすれば いいですか。	Tôi muốn tham quan tòa nhà quốc hội thì phải làm những gì?		ready
N4-VOCAB-0117	N4	n4_vocab_core	117	飾る	かざる	Trang trí	SỨC	クリスマスツリーにいろいろなものを飾りました	Trang trí nhiều đồ lên cây thông noel.		ready
N4-VOCAB-0118	N4	n4_vocab_core	118	工事	こうじ	Sửa chữa, thi công	CÔNG SỰ	今インターネットの工事をしています	Hiện tại đang sửa mạng internet. 13 Những Chữ Hán, Từ vựng xuất hiện trong đề 12/2020 番号 言葉 読み方 意味 例文		ready
N4-VOCAB-0119	N4	n4_vocab_core	119	自転車	じてんしゃ	Xe đạp	TỰ CHUYỂN XA	自転車より バイクの 方が 速いです。	Xe máy nhanh hơn xe đạp.		ready
N4-VOCAB-0120	N4	n4_vocab_core	120	売れる	うれる	Bán ra; bán chạy	MẠI	この 店の バインミーは よく 売れています。	Sandwich của cửa hàng này bán rất chạy.		ready
N4-VOCAB-0121	N4	n4_vocab_core	121	氷	こおり	Đá (ăn)	BĂNG	ビールに氷をたくさん入れる。	Thêm nhiều đá vào bia.		ready
N4-VOCAB-0122	N4	n4_vocab_core	122	眠い	ねむい	Buồn ngủ	MIÊN	家に帰りすぐ眠りにつく。	Về nhà và chìm vào giấc ngủ. 少し寝たら、かえって眠くなった。 Ngủ một lát, ai dè lại thấy buồn ngủ hơn.		ready
N4-VOCAB-0123	N4	n4_vocab_core	123	出発	しゅっぱつ	Xuất phát; khởi hành	XUẤT PHÁT	全員集 まりましたね。では、出発しましょう。	Tất cả mọi người tập hợp đủ rồi nhỉ. Vậy thì xuất phát thôi.		ready
N4-VOCAB-0124	N4	n4_vocab_core	124	机	つくえ	Bàn	KỶ	スチールの製 の机。	Cái bàn được làm bằng thép		ready
N4-VOCAB-0125	N4	n4_vocab_core	125	住所	じゅうしょ	Chỗ ở	TRÚ SỞ	住所が変わった場合は、すぐに学校に 知らせてください。	Trong trường hợp thay đổi chỗ ở, hãy thông báo cho nhà trường ngay!		ready
N4-VOCAB-0126	N4	n4_vocab_core	126	日記	にっき	Nhật ký	NHẬT KÝ	1日の反省 を日記に書く。	Viết nhật ký xem xét lại bản thân trong một ngày.		ready
N4-VOCAB-0127	N4	n4_vocab_core	127	暗い	くらい	Tối; tối màu; mờ ám	ÁM	いつの間にか、外は暗くなっていた。	Trong lúc không để ý, bên ngoài trời đã tối từ lúc nào.		ready
N4-VOCAB-0128	N4	n4_vocab_core	128	注意	ちゅうい	Chú ý	CHÚ Ý	この書類 を書 くときには、細かい注意が必要 だ。	Trong lúc viết hồ sơ này, việc chú ý cẩn thận, tỉ mỉ là rất cần thiết.		ready
N4-VOCAB-0129	N4	n4_vocab_core	129	声	こえ	Tiếng; giọng nói	THANH	アイドルと同 じ服 を着 る。歌手 に声を似せて歌う。	14		ready
N4-VOCAB-0130	N4	n4_vocab_core	130	進む	すすむ	Tiến lên; tiến triển; tiến bộ	TIẾN	日本は科学技術 が進んでいる。	Nhật Bản có khoa học kỹ thuật tiên tiến.		ready
N4-VOCAB-0131	N4	n4_vocab_core	131	洗濯	せんたく	Giặt giũ	TẨY TRẠC	服を洗濯しました。	Đã giặt quần áo.		ready
N4-VOCAB-0132	N4	n4_vocab_core	132	お見舞い	おみまい	Đi thăm người ốm	KIẾN VŨ	友達のお見舞いに行く。	Đi thăm người bạn bị ốm.		ready
N4-VOCAB-0133	N4	n4_vocab_core	133	育てる	そだてる	Nuôi dưỡng, bồi dưỡng	DỤC	あの会社は人材を育てるのが上手だ。	Công ty đo giỏi trong việc nuôi dưỡng (bồi dưỡng) nhân tài.		ready
N4-VOCAB-0134	N4	n4_vocab_core	134	丁寧	ていねい	Cẩn thận, lịch sự	ĐINH NINH	このコップは壊 れやすいので丁寧に使ってください	Cốc này dễ vỡ nên hãy sử dụng cẩn thận. 15 Những Chữ Hán, Từ vựng xuất hiện ＃1 番号 言葉 読み方 意味 例文		ready
N4-VOCAB-0135	N4	n4_vocab_core	135	売る	うる	Bán	MẠI	あのスーパーで チョコレートが 売っています。	Ở siêu thị này có bán socola.		ready
